CCI,Status,Published,contributor,Definition,Type,NIST800-53rev4,Control,NIST800-53rev3,Control,NIST800-53rev1,Control
CCI-000794,draft,9/17/2009,DISA FSO,The organization defines a time period of inactivity after which the identifier is disabled.,policy,4,IA-4 e,3,IA-4 e,1,IA-4.1 (ii)
CCI-000795,draft,9/17/2009,DISA FSO,The organization manages information system identifiers by disabling the identifier after an organization-defined time period of inactivity.,policy,4,IA-4 e,3,IA-4 e,1,IA-4.1 (iii)
CCI-000796,draft,9/17/2009,DISA FSO,The organization prohibits the use of information system account identifiers that are the same as public identifiers for individual electronic mail accounts.,policy,4,IA-4 (1),3,IA-4 (1),1,IA-4 (1).1
CCI-000797,draft,9/17/2009,DISA FSO,The organization requires that registration to receive a user ID and password include authorization by a supervisor.,policy,,,3,IA-4 (2),1,IA-4 (2) (i)
CCI-000798,draft,9/17/2009,DISA FSO,The organization requires that registration to receive a user ID and password be done in person before a designated registration authority.,policy,,,3,IA-4 (2),1,IA-4 (2) (ii)
CCI-000799,draft,9/17/2009,DISA FSO,"The organization requires multiple forms of certification of individual identification, such as documentary evidence or a combination of documents and biometrics, be presented to the registration authority.",policy,4,IA-4 (3),3,IA-4 (3),1,IA-4 (3).1
CCI-000800,draft,9/17/2009,DISA FSO,The organization defines characteristics for identifying individual status.,policy,4,IA-4 (4),3,IA-4 (4),1,IA-4 (4).1 (i)
CCI-000801,draft,9/17/2009,DISA FSO,The organization manages individual identifiers by uniquely identifying each individual by organization-defined characteristics identifying individual status.,policy,4,IA-4 (4),3,IA-4 (4),1,IA-4 (4).1 (ii)
CCI-000802,draft,9/17/2009,DISA FSO,"The information system dynamically manages identifiers, attributes, and associated access authorizations.",technical,,,3,IA-4 (5),1,IA-4 (5).1
CCI-000803,draft,9/17/2009,DISA FSO,"The information system implements mechanisms for authentication to a cryptographic module that meet the requirements of applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication.",technical,4,IA-7,3,IA-7,1,IA-7.1
CCI-000804,draft,9/17/2009,DISA FSO,The information system uniquely identifies and authenticates non-organizational users (or processes acting on behalf of non-organizational users).,technical,4,IA-8,3,IA-8,1,IA-8.1
CCI-000805,draft,9/17/2009,DISA FSO,"The organization develops and documents an incident response policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",policy,4,IR-1 a 1,3,IR-1 a,1,IR-1.1 (i) (ii)
CCI-000806,draft,9/17/2009,DISA FSO,The organization disseminates an incident response policy to organization-defined personnel or roles.,policy,4,IR-1 a 1,3,IR-1 a,1,IR-1.1 (iii)
CCI-000807,draft,9/17/2009,DISA FSO,The organization reviews and updates the current incident response policy in accordance with organization-defined frequency.,policy,4,IR-1 b 1,3,IR-1 a,1,IR-1.2 (ii)
CCI-000808,draft,9/17/2009,DISA FSO,The organization defines the frequency with which to review and update the current incident response policy.,policy,4,IR-1 b 1,3,IR-1 a,1,IR-1.2 (i)
CCI-000809,draft,9/17/2009,DISA FSO,The organization develops and documents procedures to facilitate the implementation of the incident response policy and associated incident response controls.,policy,4,IR-1 a 2,3,IR-1 b,1,IR-1.1 (iv) (v)
CCI-000810,draft,9/17/2009,DISA FSO,The organization disseminates incident response procedures to organization-defined personnel or roles.,policy,4,IR-1 a 2,3,IR-1 b,1,IR-1.1 (vi)
CCI-000811,draft,9/17/2009,DISA FSO,The organization reviews and updates the current incident response procedures in accordance with organization-defined frequency.,policy,4,IR-1 b 2,3,IR-1 b,1,IR-1.2 (iv)
CCI-000812,draft,9/17/2009,DISA FSO,The organization defines the frequency with which to review and update the current incident response procedures.,policy,4,IR-1 b 2,3,IR-1 b,1,IR-1.2 (iii)
CCI-000813,draft,9/17/2009,DISA FSO,The organization provides incident response training to information system users consistent with assigned roles and responsibilities within an organization-defined time period of assuming an incident response role or responsibility.,policy,4,IR-2 a,3,IR-2 a,1,IR-2.1 (ii)
CCI-000814,draft,9/17/2009,DISA FSO,The organization provides incident response training in accordance with organization-defined frequency.,policy,4,IR-2 c,3,IR-2 b,1,IR-2.1 (v)
CCI-000815,draft,9/17/2009,DISA FSO,The organization defines a frequency for incident response training.,policy,4,IR-2 c,3,IR-2 b,1,IR-2.1 (iv)
CCI-000816,draft,9/17/2009,DISA FSO,The organization incorporates simulated events into incident response training to facilitate effective response by personnel in crisis situations.,policy,4,IR-2 (1),3,IR-2 (1),1,IR-2 (1).1
CCI-000817,draft,9/17/2009,DISA FSO,The organization employs automated mechanisms to provide a more thorough and realistic incident response training environment.,policy,4,IR-2 (2),3,IR-2 (2),1,IR-2 (2).1
CCI-000818,draft,9/17/2009,DISA FSO,The organization tests the incident response capability for the information system on an organization-defined frequency using organization-defined tests to determine the incident response effectiveness.,policy,4,IR-3,3,IR-3,1,IR-3.1 (iii) (v)
CCI-000819,draft,9/17/2009,DISA FSO,The organization defines a frequency for incident response tests.,policy,4,IR-3,3,IR-3,1,IR-3.1 (ii)
CCI-000820,draft,9/17/2009,DISA FSO,The organization defines tests for incident response.,policy,4,IR-3,3,IR-3,1,IR-3.1 (i)
CCI-000821,draft,9/17/2009,DISA FSO,The organization employs automated mechanisms to more thoroughly and effectively test the incident response capability.,policy,4,IR-3 (1),3,IR-3 (1),1,IR-3 (1).1
CCI-000168,draft,9/15/2009,DISA FSO,"The organization defines the time period for retention of audit records, which is consistent with its records retention policy, to provide support for after-the-fact investigations of security incidents and meet regulatory and organizational information retention requirements.",policy,4,AU-11,3,AU-11,1,AU-11.1 (i and ii)
CCI-000171,draft,9/15/2009,DISA FSO,The information system allows organization-defined personnel or roles to select which auditable events are to be audited by specific components of the information system.,technical,4,AU-12 b,3,AU-12 b,1,AU-12.1 (iii)
CCI-000172,draft,9/15/2009,DISA FSO,The information system generates audit records for the events defined in AU-2 d. with the content defined in AU-3.,technical,4,AU-12 c,3,AU-12 c,1,AU-12.1 (iv)
CCI-000173,draft,9/15/2009,DISA FSO,The organization defines the level of tolerance for relationship between time stamps of individual records in the audit trail that will be used for correlation.,policy,4,AU-12 (1),3,AU-12 (1),1,AU-12 (1).1 (iv)
CCI-000123,draft,9/15/2009,DISA FSO,The organization determines the information system must be capable of auditing an organization-defined list of auditable events.,policy,4,AU-2 a,3,AU-2 a,1,AU-2.1 (ii)
CCI-000124,draft,9/15/2009,DISA FSO,The organization coordinates the security audit function with other organizational entities requiring audit-related information to enhance mutual support and to help guide the selection of auditable events.,policy,4,AU-2 b,3,AU-2 b,1,AU-2.1 (iii)
CCI-000125,draft,9/15/2009,DISA FSO,The organization provides a rationale for why the list of auditable events is deemed to be adequate to support after-the-fact investigations of security incidents.,policy,4,AU-2 c,3,AU-2 c,1,AU-2.1 (iv)
CCI-000126,draft,9/15/2009,DISA FSO,The organization determines that the organization-defined subset of the auditable events defined in AU-2 are to be audited within the information system.,policy,4,AU-2 d,3,AU-2 d,1,AU-2.1 (v)
CCI-000129,draft,9/15/2009,DISA FSO,The organization defines in the auditable events that the information system must be capable of auditing based on a risk assessment and mission/business needs.,policy,,,3,AU-2 a,1,AU-2.1 (ii)
CCI-000139,draft,9/15/2009,DISA FSO,The information system alerts designated organization-defined personnel or roles in the event of an audit processing failure.,technical,4,AU-5 a,3,AU-5 a,1,AU-5.1 (ii)
CCI-000150,draft,9/15/2009,DISA FSO,"The organization adjusts the level of audit review, analysis, and reporting within the information system when there is a change in risk to organizational operations, organizational assets, individuals, other organizations, or the Nation based on law enforcement information, intelligence information, or other credible sources of information.",policy,,,3,AU-6 b,1,AU-6.2
CCI-000151,draft,9/15/2009,DISA FSO,The organization defines the frequency for the review and analysis of information system audit records for organization-defined inappropriate or unusual activity.,policy,4,AU-6 a,3,AU-6 a,1,AU-6.1 (i)
CCI-000155,draft,9/15/2009,DISA FSO,"The organization integrates analysis of audit records with analysis of vulnerability scanning information, performance data, and network monitoring information to further enhance the ability to identify inappropriate or unusual activity.",policy,,,3,AU-6 (5),1,AU-6 (5).1
CCI-000238,draft,9/15/2009,DISA FSO,The organization defines the frequency to review and update the current security assessment and authorization policy.,policy,4,CA-1 b 1,3,CA-1,1,CA-1.2 (i)
CCI-000239,draft,9/15/2009,DISA FSO,"The organization develops and documents a security assessment and authorization policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance.",policy,4,CA-1 a 1,3,CA-1 a,1,CA-1.1 (i and ii)
CCI-000240,draft,9/15/2009,DISA FSO,The organization disseminates to organization-defined personnel or roles a security assessment and authorization policy.,policy,4,CA-1 a 1,3,CA-1 a,1,CA-1.1 (iii)
CCI-000241,draft,9/15/2009,DISA FSO,The organization reviews and updates the current security assessment and authorization policy in accordance with organization-defined frequency.,policy,4,CA-1 b 1,3,CA-1 a,1,CA-1.2 (ii)
CCI-000242,draft,9/15/2009,DISA FSO,The organization develops and documents procedures to facilitate the implementation of the security assessment and authorization policy and associated security assessment and authorization controls.,policy,4,CA-1 a 2,3,CA-1 b,1,CA-1.1 (iv and v)
CCI-000243,draft,9/15/2009,DISA FSO,The organization disseminates to organization-defined personnel or roles procedures to facilitate the implementation of the security assessment and authorization policy and associated security assessment and authorization controls.,policy,4,CA-1 a 2,3,CA-1 b,1,CA-1.1 (vi)
CCI-000244,draft,9/15/2009,DISA FSO,The organization reviews and updates the current security assessment and authorization procedures in accordance with organization-defined frequency.,policy,4,CA-1 b 2,3,CA-1 b,1,CA-1.2 (iv)
CCI-000245,draft,9/15/2009,DISA FSO,The organization develops a security assessment plan for the information system and its environment of operation.,policy,4,CA-2 a,3,CA-2 a,1,CA-2.1 (i)
CCI-000246,draft,9/15/2009,DISA FSO,The organization's security assessment plan describes the security controls and control enhancements under assessment.,policy,4,CA-2 a 1,3,CA-2 a,1,CA-2.1 (ii)
CCI-000247,draft,9/15/2009,DISA FSO,The organization's security assessment plan describes assessment procedures to be used to determine security control effectiveness.,policy,4,CA-2 a 2,3,CA-2 a,1,CA-2.1 (ii)
CCI-000248,draft,9/15/2009,DISA FSO,The organization's security assessment plan describes assessment environment.,policy,4,CA-2 a 3,3,CA-2 a,1,CA-2.1 (ii)
CCI-000249,draft,9/15/2009,DISA FSO,The organizations security assessment plan describes the assessment team.,policy,,,3,CA-2 a,1,CA-2.1 (ii)
CCI-000250,draft,9/15/2009,DISA FSO,The organization's security assessment plan describes assessment roles and responsibilities.,policy,,,3,CA-2 a,1,CA-2.1 (ii)
CCI-000251,draft,9/15/2009,DISA FSO,"The organization assesses, on an organization-defined frequency, the security controls in the information system and its environment of operation to determine the extent to which the controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security requirements.",policy,4,CA-2 b,3,CA-2 b,1,CA-2.2 (ii)
CCI-000252,draft,9/15/2009,DISA FSO,The organization defines the frequency on which the security controls in the information system and its environment of operation are assessed.,policy,4,CA-2 b,3,CA-2 b,1,CA-2.2 (i)
CCI-000253,draft,9/15/2009,DISA FSO,The organization produces a security assessment report that documents the results of the assessment against the information system and its environment of operation.,policy,4,CA-2 c,3,CA-2 c,1,CA-2.2 (iii)
CCI-000254,draft,9/15/2009,DISA FSO,The organization provides the results of the security control assessment against the information system and its environment of operation to organization-defined individuals or roles.,policy,4,CA-2 d,3,CA-2 d,1,CA-2.2 (iv)
CCI-000255,draft,9/15/2009,DISA FSO,The organization employs assessors or assessment teams with an organization-defined level of independence to conduct security control assessments of organizational information systems.,policy,4,CA-2 (1),3,CA-2 (1),1,CA-2 (1).1
CCI-000256,draft,9/15/2009,DISA FSO,"The organization includes, as part of security control assessments announced or unannounced, one or more of the following: in-depth monitoring; vulnerability scanning; malicious user testing; insider threat assessment; performance/load testing; and organization-defined other forms of security assessment on an organization-defined frequency.",policy,4,CA-2 (2),3,CA-2 (2),1,CA-2 (2).1 (i)
CCI-000257,draft,9/15/2009,DISA FSO,The organization authorizes connections from the information system to other information systems through the use of Interconnection Security Agreements.,policy,4,CA-3 a,3,CA-3 a,1,CA-3.1 (ii)
CCI-000258,draft,9/15/2009,DISA FSO,"The organization documents, for each interconnection, the interface characteristics.",policy,4,CA-3 b,3,CA-3 b,1,CA-3.1 (iii)
CCI-000259,draft,9/15/2009,DISA FSO,"The organization documents, for each interconnection, the security requirements.",policy,4,CA-3 b,3,CA-3 b,1,CA-3.1 (iii)
CCI-000260,draft,9/15/2009,DISA FSO,"The organization documents, for each interconnection, the nature of the information communicated.",policy,4,CA-3 b,3,CA-3 b,1,CA-3.1 (iii)
CCI-000261,draft,9/15/2009,DISA FSO,The organization monitors the information system connections on an ongoing basis to verify enforcement of security requirements.,policy,,,3,CA-3 c,1,CA-3.1 (iv)
CCI-000262,draft,9/15/2009,DISA FSO,"The organization prohibits the direct connection of an organization-defined unclassified, national security system to an external network without the use of an organization-defined boundary protection device.",policy,4,CA-3 (1),3,CA-3 (1),1,CA-3 (1).1
CCI-000263,draft,9/15/2009,DISA FSO,"The organization prohibits the direct connection of a classified, national security system to an external network without the use of organization-defined boundary protection device.",policy,4,CA-3 (2),3,CA-3 (2),1,CA-3 (2).1
CCI-000264,draft,9/15/2009,DISA FSO,The organization develops a plan of action and milestones for the information system to document the organization's planned remedial actions to correct weaknesses or deficiencies noted during the assessment of the security controls and to reduce or eliminate known vulnerabilities in the system.,policy,4,CA-5 a,3,CA-5 a,1,CA-5-1 (i)  and  (ii)
CCI-000265,draft,9/15/2009,DISA FSO,The organization defines the frequency with which to update the existing plan of action and milestones for the information system.,policy,4,CA-5 b,3,CA-5 b,1,CA-5-1 (iii)
CCI-000266,draft,9/15/2009,DISA FSO,"The organization updates, on an organization-defined frequency, the existing plan of action and milestones for the information system based on the findings from security controls assessments, security impact analyses, and continuous monitoring activities.",policy,4,CA-5 b,3,CA-5 b,1,CA-5-1 (iv)
CCI-000267,draft,9/15/2009,DISA FSO,The organization employs automated mechanisms to help ensure the plan of action and milestones for the information system is accurate.,policy,4,CA-5 (1),3,CA-5 (1),1,CA-5 (1).1
CCI-000268,draft,9/15/2009,DISA FSO,The organization employs automated mechanisms to help ensure the plan of action and milestones for the information system is up to date.,policy,4,CA-5 (1),3,CA-5 (1),1,CA-5 (1).1
CCI-000269,draft,9/15/2009,DISA FSO,The organization employs automated mechanisms to help ensure the plan of action and milestones for the information system is readily available.,policy,4,CA-5 (1),3,CA-5 (1),1,CA-5 (1).1
CCI-000270,draft,9/15/2009,DISA FSO,The organization assigns a senior-level executive or manager as the authorizing official for the information system.,policy,4,CA-6 a,3,CA-6 a,1,CA-6.1 (i)
CCI-000271,draft,9/15/2009,DISA FSO,The organization ensures the authorizing official authorizes the information system for processing before commencing operations.,policy,4,CA-6 b,3,CA-6 b,1,CA-6.1 (ii)
CCI-000272,draft,9/15/2009,DISA FSO,The organization updates the security authorization on an organization-defined frequency.,policy,4,CA-6 c,3,CA-6 c,1,CA-6.1 (iv)
CCI-000273,draft,9/15/2009,DISA FSO,The organization defines the frequency with which to update the security authorization.,policy,4,CA-6 c,3,CA-6 c,1,CA-6.1 (iii)
CCI-000274,draft,9/15/2009,DISA FSO,The organization develops a continuous monitoring strategy.,policy,4,CA-7,3,CA-7,1,CA-7.1 (i)
CCI-000275,draft,9/15/2009,DISA FSO,The organization implements a continuous monitoring program that includes a configuration management process for the information system.,policy,,,3,CA-7 a,1,CA-7.1 (iv)
CCI-000276,draft,9/15/2009,DISA FSO,The organization implements a continuous monitoring program that includes a configuration management process for the information system constituent components.,policy,,,3,CA-7 a,1,CA-7.1 (iv)
CCI-000277,draft,9/15/2009,DISA FSO,The organization implements a continuous monitoring program that includes a determination of the security impact of changes to the information system.,policy,,,3,CA-7 b,1,CA-7.1 (iv)
CCI-000278,draft,9/15/2009,DISA FSO,The organization implements a continuous monitoring program that includes a determination of the security impact of changes to the environment of operation.,policy,,,3,CA-7 b,1,CA-7.1 (iv)
CCI-000279,draft,9/15/2009,DISA FSO,The organization implements a continuous monitoring program that includes ongoing security control assessments in accordance with the organizational continuous monitoring strategy.,policy,4,CA-7 c,3,CA-7 c,1,CA-7.1 (iv)
CCI-000280,draft,9/15/2009,DISA FSO,The organization implements a continuous monitoring program that includes reporting the security status of the organization and the information system to organization-defined personnel or roles on an organization-defined frequency.,policy,4,CA-7 g,3,CA-7 d,1,CA-7.1 (iv)
CCI-000281,draft,9/15/2009,DISA FSO,The organization defines the frequency with which to report the security status of the organization and the information system to organization-defined personnel or roles.,policy,4,CA-7 g,3,CA-7 d,1,CA-7.1 (ii)
CCI-000282,draft,9/15/2009,DISA FSO,The organization employs assessors or assessment teams with an organization-defined level of independence to monitor the security controls in the information system on an ongoing basis.,policy,4,CA-7 (1),3,CA-7 (1),1,CA-7 (1).1
CCI-000283,draft,9/15/2009,DISA FSO,"The organization plans announced or unannounced assessments (in-depth monitoring, malicious user testing, penetration testing, red team exercises, or other organization-defined forms of security assessment), on an organization-defined frequency, to ensure compliance with all vulnerability mitigation procedures.",policy,,,3,CA-7 (2),1,CA-7 (2).1 (ii)
CCI-000284,draft,9/15/2009,DISA FSO,"The organization schedules announced or unannounced assessments (in-depth monitoring, malicious user testing, penetration testing, red team exercises, or other organization-defined forms of security assessment), on an organization-defined frequency, to ensure compliance with all vulnerability mitigation procedures.",policy,,,3,CA-7 (2),1,CA-7 (2).1 (ii)
CCI-000285,draft,9/15/2009,DISA FSO,"The organization conducts announced or unannounced assessments (in-depth monitoring, malicious user testing, penetration testing, red team exercises, or other organization-defined forms of security assessment), on an organization-defined frequency, to ensure compliance with all vulnerability mitigation procedures.",policy,,,3,CA-7 (2),1,CA-7 (2).1 (ii)
CCI-000185,draft,9/15/2009,DISA FSO,"The information system, for PKI-based authentication, validates certifications by constructing and verifying a certification path to an accepted trust anchor including checking certificate status information.",technical,4,IA-5 (2) (a),3,IA-5 (2),1,IA-5 (2).1
CCI-000186,draft,9/15/2009,DISA FSO,"The information system, for PKI-based authentication, enforces authorized access to the corresponding private key.",technical,4,IA-5 (2) (b),3,IA-5 (2),1,IA-5 (2).1
CCI-000187,draft,9/15/2009,DISA FSO,"The information system, for PKI-based authentication, maps the authenticated identity to the account of the individual or group.",technical,4,IA-5 (2) (c),3,IA-5 (2),1,IA-5 (2).1
CCI-000188,draft,9/15/2009,DISA FSO,"The organization requires that the registration process to receive an organizational-defined type of authenticator be carried out in person before a designated registration authority with authorization by a designated organizational official (e.g., a supervisor).",policy,,,3,IA-5 (3),1,IA-5 (3).1 (ii)
CCI-000189,draft,9/15/2009,DISA FSO,The organization employs automated tools to determine if authenticators are sufficiently strong to resist attacks intended to discover or otherwise compromise the authenticators.,policy,,,3,IA-5 (4),1,IA-5 (4).1
CCI-000190,draft,9/15/2009,DISA FSO,The organization requires vendors/manufacturers of information system components to provide unique authenticators or change default authenticators prior to delivery.,policy,,,3,IA-5 (5),1,IA-5 (5).1
CCI-000191,deprecated,9/15/2009,DISA FSO,The organization enforces password complexity by the number of special characters used.,policy,,,3,IA-5 (1) (a),1,IA-5 (1).1 (v)
CCI-000192,draft,9/15/2009,DISA FSO,The information system enforces password complexity by the minimum number of upper case characters used.,technical,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (v)
CCI-000193,draft,9/15/2009,DISA FSO,The information system enforces password complexity by the minimum number of lower case characters used.,technical,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (v)
CCI-000194,draft,9/15/2009,DISA FSO,The information system enforces password complexity by the minimum number of numeric characters used.,technical,4,IA-5 (1) (a),3,IA-5 (1) (a),1,IA-5 (1).1 (v)
CCI-000195,draft,9/15/2009,DISA FSO,"The information system, for password-based authentication, when new passwords are created, enforces that at least an organization-defined number of characters are changed.",technical,4,IA-5 (1) (b),3,IA-5 (1) (b),1,IA-5 (1).1 (v)
CCI-000196,draft,9/15/2009,DISA FSO,"The information system, for password-based authentication, stores only cryptographically-protected passwords.",technical,4,IA-5 (1) (c),3,IA-5 (1) (c),1,IA-5 (1).1 (v)
CCI-000197,draft,9/15/2009,DISA FSO,"The information system, for password-based authentication, transmits only cryptographically-protected passwords.",technical,4,IA-5 (1) (c),3,IA-5 (1) (c),1,IA-5 (1).1 (v)
CCI-000198,draft,9/15/2009,DISA FSO,The information system enforces minimum password lifetime restrictions.,technical,4,IA-5 (1) (d),3,IA-5 (1) (d),1,IA-5 (1).1 (v)
CCI-000199,draft,9/15/2009,DISA FSO,The information system enforces maximum password lifetime restrictions.,technical,4,IA-5 (1) (d),3,IA-5 (1) (d),1,IA-5 (1).1 (v)
CCI-000002,draft,9/14/2009,DISA FSO,The organization disseminates the access control policy to organization-defined personnel or roles.,policy,4,AC-1 a 1,3,AC-1 a,1,AC-1.1 (iii)
CCI-000003,draft,9/14/2009,DISA FSO,The organization reviews and updates the access control policy in accordance with organization-defined frequency.,policy,4,AC-1 b 1,3,AC-1 a,1,AC-1.2 (ii)
CCI-000005,draft,9/14/2009,DISA FSO,The organization disseminates the procedures to facilitate access control policy and associated access controls to the organization-defined personnel or roles.,policy,4,AC-1 a 2,3,AC-1 b,1,AC-1.1 (vi)
CCI-000006,draft,9/14/2009,DISA FSO,The organization reviews and updates the access control procedures in accordance with organization-defined frequency.,policy,4,AC-1 b 2,3,AC-1 b,1,AC-1.2 (iv)
CCI-000056,draft,9/14/2009,DISA FSO,The information system retains the session lock until the user reestablishes access using established identification and authentication procedures.,technical,4,AC-11 b,3,AC-11 b,1,AC-11.1 (iii)
CCI-000059,draft,9/14/2009,DISA FSO,The organization defines the time period of inactivity after which the information system initiates a session lock.,policy,4,AC-11 a,3,AC-11 a,1,AC-11.1 (i)
CCI-000061,draft,9/14/2009,DISA FSO,The organization identifies and defines organization-defined user actions that can be performed on the information system without identification or authentication consistent with organizational missions/business functions.,policy,4,AC-14 a,3,AC-14 a,1,AC-14.1 (i)
CCI-000232,draft,9/14/2009,DISA FSO,"The organization documents and provides supporting rationale in the security plan for the information system, user actions not requiring identification and authentication.",policy,4,AC-14 b,3,AC-14 b,1,AC-14.1 (ii)
CCI-000063,draft,9/14/2009,DISA FSO,The organization defines allowed methods of remote access to the information system.,policy,4,AC-17 a,3,AC-17 a,1,AC-17.1 (i)
CCI-000065,draft,9/14/2009,DISA FSO,The organization authorizes remote access to the information system prior to allowing such connections.,policy,4,AC-17 b,3,AC-17 d,1,AC-17.1 (iv)
CCI-000066,draft,9/14/2009,DISA FSO,The organization enforces requirements for remote connections to the information system.,technical,,,3,AC-17 e,1,AC-17.1 (v)
CCI-000067,draft,9/14/2009,DISA FSO,The information system monitors remote access methods.,technical,4,AC-17 (1),3,AC-17 (1),1,AC-17 (1).1
CCI-000068,draft,9/14/2009,DISA FSO,The information system implements cryptographic mechanisms to protect the confidentiality of remote access sessions.,technical,4,AC-17 (2),3,AC-17 (2),1,AC-17 (2).1
CCI-000079,draft,9/14/2009,DISA FSO,The organization ensures that remote sessions for accessing an organization-defined list of security functions and security-relevant information employ organization-defined additional security measures.,policy,,,3,AC-17 (7),1,AC-17 (7).1 (iii)
CCI-000084,draft,9/14/2009,DISA FSO,The organization authorizes connection of mobile devices to organizational information systems.,policy,4,AC-19 b,3,AC-19 b,1,AC-19.1 (ii)
CCI-000088,draft,9/14/2009,DISA FSO,The organization issues specially configured mobile devices to individuals traveling to locations that the organization deems to be of significant risk in accordance with organizational policies and procedures.,policy,,,3,AC-19 f,1,AC-19.1 (vi)
CCI-000089,draft,9/14/2009,DISA FSO,The organization applies organization-defined inspection and preventative measures to mobile devices returning from locations that the organization deems to be of significant risk in accordance with organizational policies and procedures.,policy,,,3,AC-19 g,1,AC-19.1 (viii)
CCI-000008,draft,9/14/2009,DISA FSO,The organization establishes conditions for group membership.,policy,4,AC-2 c,3,AC-2 b,1,AC-2.1 (i)
CCI-000012,draft,9/14/2009,DISA FSO,The organization reviews information system accounts for compliance with account management requirements per organization-defined frequency.,policy,4,AC-2 j,3,AC-2 j,1,AC-2.1 (i)
CCI-000013,draft,9/14/2009,DISA FSO,"The organization manages information system accounts by notifying account managers when temporary accounts are no longer required and when information system users are terminated, transferred, or information system usage or need-to-know/need-to-share changes.",policy,,,3,AC-2 g,1,AC-2.1 (i)
CCI-000014,draft,9/14/2009,DISA FSO,The organization manages information system accounts by granting access to the system based on a valid access authorization intended system usage and other attributes as required by the organization or associated missions/business functions.,policy,,,3,AC-2 i,1,AC-2.1 (i)
CCI-000019,draft,9/14/2009,DISA FSO,The organization requires that users log out in accordance with the organization-defined time period of inactivity or description of when to log out.,policy,4,AC-2 (5),3,AC-2 (5) (a),1,AC-2 (5).1 (ii)
CCI-000020,draft,9/14/2009,DISA FSO,The information system dynamically manages user privileges and associated access authorizations.,technical,,,3,AC-2 (6),1,AC-2 (6).1
CCI-000208,draft,9/14/2009,DISA FSO,The organization determines normal time-of-day and duration usage for information system accounts.,policy,,,3,AC-2 (5) (b),1,AC-2 (5).1 (iii)
CCI-000093,draft,9/14/2009,DISA FSO,"The organization establishes terms and conditions, consistent with any trust relationships established with other organizations owning, operating, and/or maintaining external information systems, allowing authorized individuals to access the information system from the external information systems.",policy,4,AC-20 a,3,AC-20 a,1,AC-20.1
CCI-000097,draft,9/14/2009,DISA FSO,The organization restricts or prohibits the use of organization-controlled portable storage devices by authorized individuals on external information systems.,policy,4,AC-20 (2),3,AC-20 (2),1,AC-20 (2).1
CCI-000024,draft,9/14/2009,DISA FSO,"The information system prevents access to organization-defined security-relevant information except during secure, non-operable system states.",technical,4,AC-3 (5),3,AC-3 (5),1,AC-3 (5).1 (ii)
CCI-000213,draft,9/14/2009,DISA FSO,The information system enforces approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,technical,4,AC-3,3,AC-3,1,AC-3.1
CCI-000214,draft,9/14/2009,DISA FSO,The organization establishes a Discretionary Access Control (DAC) policy that limits propagation of access rights.,policy,,,3,AC-3 (4) (b),1,AC-3 (4).1
CCI-000215,draft,9/14/2009,DISA FSO,The organization establishes a Discretionary Access Control (DAC) policy that includes or excludes access to the granularity of a single user.,policy,,,3,AC-3 (4) (c),1,AC-3 (4).1
CCI-000025,draft,9/14/2009,DISA FSO,"The information system enforces information flow control using explicit security attributes on information, source, and destination objects as a basis for flow control decisions.",technical,,,3,AC-4 (1),1,AC-4 (1).1
CCI-000032,draft,9/14/2009,DISA FSO,The information system enforces information flow control using organization-defined security policy filters as a basis for flow control decisions for organization-defined information flows.,technical,4,AC-4 (8),3,AC-4 (8),1,AC-4 (8).1 (ii)
CCI-000035,draft,9/14/2009,DISA FSO,The information system provides the capability for privileged administrators to configure the organization-defined security policy filters to support different security policies.,technical,4,AC-4 (11),3,AC-4 (11),1,AC-4 (11).1 (ii)
CCI-000218,draft,9/14/2009,DISA FSO,"The information system, when transferring information between different security domains, identifies information flows by data type specification and usage.",technical,,,3,AC-4 (12),1,AC-4 (12).1
CCI-000219,draft,9/14/2009,DISA FSO,"The information system, when transferring information between different security domains, decomposes information into organization-defined policy-relevant subcomponents for submission to policy enforcement mechanisms.",technical,4,AC-4 (13),3,AC-4 (13),1,AC-4 (13).1
CCI-000221,draft,9/14/2009,DISA FSO,The information system enforces security policies regarding information on interconnected systems.,technical,,,3,AC-4 (16),1,AC-4 (16).1
CCI-000223,draft,9/14/2009,DISA FSO,The information system binds security attributes to information to facilitate information flow policy enforcement.,technical,,,3,AC-4 (17) (b),1,AC-4 (17).1 (v)
CCI-000224,draft,9/14/2009,DISA FSO,The information system tracks problems associated with the security attribute binding.,technical,,,3,AC-4 (17) (c),1,AC-4 (17).1 (vi)
CCI-000037,draft,9/14/2009,DISA FSO,The organization implements separation of duties through assigned information system access authorizations.,technical,,,3,AC-5 c,1,AC-5.1 (iii)
CCI-000039,draft,9/14/2009,DISA FSO,"The organization requires that users of information system accounts or roles, with access to organization-defined security functions or security-relevant information, use non-privileged accounts, or roles, when accessing nonsecurity functions.",policy,4,AC-6 (2),3,AC-6 (2),1,AC-6 (2).1 (ii)
